ID,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_MT,NU_NOTA_REDACAO
7733,547.8,577.3,546.6,520.0
7734,504.5,550.1,602.0,560.0
7735,492.0,626.1,431.0,560.0
7736,569.0,510.5,420.4,420.0
7737,549.4,648.7,733.9,940.0
7738,467.4,561.6,374.9,320.0
7739,531.5,620.3,631.5,560.0
7740,501.4,565.9,584.9,480.0
7741,461.3,590.7,578.7,660.0
7742,567.1,642.6,827.4,820.0
7743,419.7,467.8,487.3,520.0
7744,524.3,637.2,541.9,600.0
7745,418.3,443.6,409.4,340.0
7746,556.1,649.0,551.5,780.0
7747,517.6,453.1,499.1,620.0
7748,541.9,642.9,592.8,400.0
7749,505.2,626.5,534.9,600.0
7750,420.5,478.6,405.2,400.0
7751,542.0,684.6,528.4,460.0
7752,530.1,608.0,469.2,760.0
7753,399.8,400.2,452.2,0.0
7754,488.2,594.0,570.6,0.0
7755,495.3,439.1,433.9,880.0
7756,522.9,601.6,526.7,380.0
7757,430.6,578.1,450.9,420.0
7758,529.6,585.0,454.5,660.0
7759,514.2,621.6,535.6,420.0
7760,556.7,484.3,495.2,480.0
7761,451.3,521.7,680.5,420.0
7762,404.6,394.5,485.1,360.0
7763,605.3,661.7,725.5,600.0
7764,469.3,630.2,652.8,600.0
7765,388.5,572.9,485.9,260.0
7766,407.1,582.7,473.6,420.0
7767,525.9,487.1,563.9,800.0
7768,558.4,425.6,469.3,340.0
7769,720.5,686.4,796.5,760.0
7770,520.3,565.1,470.7,540.0
7771,466.9,485.8,475.0,520.0
7772,443.8,636.3,617.3,400.0
7773,471.4,620.9,510.6,280.0
7774,595.4,598.8,728.2,640.0
7775,400.3,491.3,403.9,240.0
7776,539.6,529.2,438.1,560.0
7777,519.4,616.4,432.1,540.0
7778,559.1,670.8,640.1,800.0
7779,454.7,571.1,530.2,780.0
7780,452.8,600.1,560.3,0.0
7781,456.8,491.3,485.6,460.0
7782,614.4,649.4,713.1,700.0
7783,477.9,629.6,488.1,580.0
7784,585.6,626.0,698.3,860.0
7785,551.5,513.5,609.5,540.0
7786,419.2,598.4,469.6,480.0
7787,597.5,647.8,805.9,380.0
7788,489.8,569.3,414.6,720.0
7789,586.0,408.7,390.1,600.0
7790,434.4,568.5,605.7,640.0
7791,502.1,629.3,674.2,460.0
7792,454.1,592.5,397.7,360.0
7793,463.0,454.2,524.4,580.0
7794,501.7,607.8,440.3,380.0
7795,415.1,591.7,448.6,360.0
7796,549.9,618.2,493.1,680.0
7797,457.3,507.6,562.6,400.0
7798,556.1,581.0,524.1,360.0
7799,411.2,648.2,517.0,580.0
7800,527.8,601.9,441.0,780.0
7801,458.8,425.9,469.3,680.0
7802,520.0,602.4,525.6,840.0
7803,510.2,648.9,695.2,780.0
7804,588.2,635.9,717.9,940.0
7805,412.3,509.1,447.1,200.0
7806,601.6,617.0,588.3,320.0
7807,588.5,667.1,664.5,820.0
7808,430.2,531.1,420.9,240.0
7809,462.6,619.7,571.5,240.0
7810,417.5,433.3,496.5,360.0
7811,659.5,637.3,777.0,860.0
7812,491.0,493.3,396.2,600.0
7813,615.0,664.2,657.2,800.0
7814,384.1,422.5,377.6,640.0
7815,407.8,546.3,491.7,420.0
7816,430.2,548.0,435.9,0.0
7817,548.7,457.4,495.4,600.0
7818,390.3,466.2,389.0,280.0
7819,558.4,611.6,565.5,600.0
7820,430.8,627.7,514.3,280.0
7821,493.1,693.5,431.8,580.0
7822,432.6,0.0,414.8,320.0
7823,586.5,675.5,614.4,800.0
7824,405.2,589.7,497.2,540.0
7825,430.9,431.6,534.6,360.0
7826,378.9,554.7,485.1,460.0
7827,542.0,636.0,497.7,520.0
7828,540.5,575.1,596.8,540.0
7829,497.1,628.7,538.9,620.0
7830,458.8,475.2,412.2,240.0
7831,489.7,616.1,399.7,820.0
7832,520.5,628.1,459.0,660.0
7833,605.8,637.3,703.0,940.0
7834,497.1,595.3,541.7,400.0
7835,448.0,563.5,649.0,480.0
7836,536.0,649.5,481.3,580.0
7837,631.6,692.9,757.9,840.0
7838,442.4,547.3,620.9,600.0
7839,536.3,635.8,575.4,820.0
7840,515.8,612.5,597.2,360.0
7841,404.3,563.3,443.7,320.0
7842,450.0,537.9,398.7,320.0
7843,448.0,551.4,437.6,380.0
7844,503.5,476.2,494.7,500.0
7845,419.3,553.2,452.7,540.0
7846,459.0,563.6,458.1,300.0
7847,409.3,441.4,401.3,540.0
7848,456.7,634.5,602.6,660.0
7849,475.4,530.8,415.8,600.0
7850,472.2,623.0,451.6,640.0
7851,479.5,510.0,529.3,460.0
7852,434.9,543.2,404.0,660.0
7853,535.8,585.1,623.7,580.0
7854,569.0,661.4,531.2,400.0
7855,427.5,608.9,402.5,280.0
7856,439.7,485.5,583.9,520.0
7857,473.9,466.4,516.7,540.0
7858,459.1,401.9,369.7,320.0
7859,521.1,678.0,506.5,680.0
7860,399.1,501.3,437.6,560.0
7861,449.2,491.2,478.4,440.0
7862,436.0,426.9,452.3,420.0
7863,521.9,445.0,456.4,520.0
7864,508.2,653.2,586.1,560.0
7865,596.4,585.0,569.2,760.0
7866,489.0,524.2,482.9,0.0
7867,591.0,649.0,659.5,640.0
7868,617.9,654.6,724.0,660.0
7869,394.4,476.0,617.2,580.0
7870,469.3,635.2,637.0,500.0
7871,392.2,473.8,493.0,440.0
7872,430.5,545.1,517.0,500.0
7873,405.0,649.9,699.2,680.0
7874,509.0,581.3,507.3,0.0
7875,417.1,598.8,435.0,400.0
7876,522.6,682.6,495.2,840.0
7877,638.2,667.1,695.1,920.0
7878,500.4,619.5,499.8,360.0
7879,618.6,711.5,737.2,740.0
7880,428.3,532.8,554.4,520.0
7881,439.4,541.3,553.9,620.0
7882,451.3,511.7,638.3,240.0
7883,443.5,592.4,594.9,720.0
7884,513.2,620.7,761.7,500.0
7885,535.3,625.5,498.0,300.0
7886,519.2,616.0,491.7,540.0
7887,476.9,484.1,482.1,320.0
7888,514.8,685.0,782.0,560.0
7889,561.1,666.4,598.5,740.0
7890,397.8,567.6,529.6,700.0
7891,614.7,686.2,824.5,660.0
7892,420.0,551.8,527.8,360.0
7893,391.4,553.3,514.4,0.0
7894,400.0,515.3,459.6,0.0
7895,403.3,583.1,427.5,340.0
7896,483.8,612.4,539.4,340.0
7897,451.7,463.1,519.4,520.0
7898,424.8,470.4,409.6,360.0
7899,593.4,669.0,723.4,680.0
7900,450.3,531.0,454.8,380.0
7901,549.5,555.0,426.1,500.0
7902,450.9,419.5,401.0,640.0
7903,670.4,484.6,603.8,760.0
7904,552.7,641.8,474.0,560.0
7905,545.1,619.8,484.5,420.0
7906,415.1,566.6,512.8,340.0
7907,441.9,582.5,691.7,340.0
7908,598.7,629.2,709.1,600.0
7909,532.9,564.1,504.0,640.0
7910,454.0,525.7,570.7,700.0
7911,461.0,437.1,504.3,360.0
7912,459.5,535.0,498.3,460.0
7913,486.7,611.9,429.3,320.0
7914,427.5,516.5,538.4,360.0
7915,368.0,588.6,453.8,620.0
7916,583.6,611.3,442.1,360.0
7917,462.0,447.6,441.0,400.0
7918,499.2,648.2,700.9,520.0
7919,398.0,508.9,388.6,360.0
7920,373.4,458.9,575.5,440.0
7921,545.5,525.8,440.3,440.0
7922,616.5,627.4,671.2,800.0
7923,501.8,630.3,543.9,560.0
7924,482.3,549.7,387.7,540.0
7925,392.9,470.8,518.7,320.0
7926,487.2,480.1,454.7,480.0
7927,443.2,420.7,528.5,400.0
7928,521.2,622.4,541.3,680.0
7929,509.0,417.2,424.5,600.0
7930,586.9,617.9,567.3,960.0
7931,477.9,653.0,662.1,540.0
7932,429.2,456.8,476.6,720.0
7933,586.1,618.6,537.6,540.0
7934,395.0,540.4,611.8,280.0
7935,564.9,601.3,555.3,620.0
7936,541.7,600.8,595.2,600.0
7937,427.9,532.6,401.7,280.0
7938,420.4,566.0,441.4,340.0
7939,458.0,597.3,593.5,680.0
7940,543.8,603.5,466.8,620.0
7941,450.0,490.5,471.6,360.0
7942,376.6,458.9,457.7,480.0
7943,702.7,686.1,696.6,940.0
7944,558.2,635.4,687.3,680.0
7945,412.7,654.5,503.5,580.0
7946,494.4,521.7,443.3,420.0
7947,470.8,595.7,563.3,260.0
7948,458.4,592.0,558.3,480.0
7949,551.3,627.6,484.6,640.0
7950,441.0,482.0,543.6,340.0
7951,422.1,647.4,527.7,480.0
7952,411.4,576.7,411.5,320.0
7953,466.8,535.8,396.3,360.0
7954,502.3,448.0,389.4,0.0
7955,561.4,563.4,449.8,580.0
7956,392.9,413.6,503.0,500.0
7957,497.1,588.3,572.4,360.0
7958,426.3,602.0,555.7,560.0
7959,445.8,482.9,549.6,320.0
7960,460.6,676.4,561.5,580.0
7961,448.3,614.8,564.6,400.0
7962,457.4,643.4,503.3,400.0
7963,533.3,636.1,523.7,600.0
7964,436.4,457.7,435.3,440.0
7965,420.8,420.6,373.3,440.0
7966,558.2,474.5,492.4,220.0
7967,463.4,478.1,448.5,320.0
7968,438.2,507.9,452.4,500.0
7969,560.4,642.4,596.8,840.0
7970,453.6,489.6,477.0,520.0
7971,563.6,592.7,512.6,580.0
7972,514.8,596.9,539.9,620.0
7973,495.8,532.7,580.5,480.0
7974,472.1,569.3,473.0,520.0
7975,442.3,438.3,491.6,380.0
7976,383.6,396.5,469.1,560.0
7977,464.2,633.5,607.4,480.0
7978,427.8,541.2,511.5,540.0
7979,667.2,686.5,709.5,980.0
7980,444.2,494.1,462.3,320.0
7981,454.1,618.7,537.1,660.0
7982,441.2,492.9,402.7,560.0
7983,553.0,640.3,413.3,400.0
7984,543.9,532.8,446.1,340.0
7985,408.4,565.9,457.5,340.0
7986,532.1,654.1,615.7,660.0
7987,420.0,563.6,511.4,280.0
7988,491.0,553.0,377.1,280.0
7989,475.1,595.7,468.9,440.0
7990,506.3,623.7,575.0,520.0
7991,492.8,595.5,536.1,620.0
7992,592.9,613.3,463.4,700.0
7993,553.1,679.8,711.9,840.0
7994,404.7,544.4,444.9,460.0
7995,419.2,557.3,408.5,340.0
7996,599.1,638.2,418.1,740.0
7997,425.4,563.6,672.7,520.0
7998,485.3,565.2,637.7,560.0
7999,523.8,640.1,724.4,620.0
8000,440.1,601.0,381.9,300.0
8001,396.0,562.3,520.8,400.0
8002,461.3,589.4,629.9,560.0
8003,393.5,528.4,493.0,320.0
8004,582.6,675.3,746.1,740.0
8005,522.3,539.3,623.4,880.0
8006,558.8,638.1,532.4,720.0
8007,379.5,574.1,504.8,580.0
8008,559.0,577.6,559.1,740.0
8009,446.5,414.2,391.7,440.0
8010,402.5,540.4,404.9,520.0
8011,457.2,473.4,512.9,280.0
8012,466.7,532.1,561.9,360.0
8013,564.3,550.6,562.6,680.0
8014,491.5,443.9,494.9,620.0
8015,474.1,618.0,512.7,780.0
8016,568.9,570.2,683.7,580.0
8017,546.2,637.1,752.1,660.0
8018,485.4,577.7,448.9,880.0
8019,488.2,567.2,621.5,680.0
8020,568.5,675.2,652.3,500.0
8021,490.2,565.3,477.1,580.0
8022,551.3,437.5,615.5,460.0
8023,563.3,659.7,777.5,740.0
8024,688.3,681.2,695.7,840.0
8025,575.1,651.6,526.9,700.0
8026,554.8,570.9,489.9,380.0
8027,490.2,423.9,430.3,460.0
8028,598.7,672.5,598.0,560.0
8029,479.2,606.2,508.1,600.0
8030,403.7,531.5,581.5,440.0
8031,415.8,587.8,524.3,400.0
8032,440.4,629.7,478.4,400.0
8033,575.8,689.8,471.4,820.0
8034,392.7,410.3,432.6,620.0
8035,462.5,447.2,531.5,480.0
8036,546.3,603.5,520.9,920.0
8037,430.4,525.5,600.2,280.0
8038,459.8,583.4,440.5,580.0
8039,457.0,619.6,481.8,420.0
8040,417.1,519.8,475.9,320.0
8041,601.4,675.6,703.7,940.0
8042,569.3,594.4,608.9,580.0
8043,425.2,648.3,738.2,620.0
8044,592.0,639.8,708.7,620.0
8045,401.5,434.7,580.6,420.0
8046,621.9,684.7,782.0,840.0
8047,472.5,589.7,594.7,360.0
8048,521.7,638.7,589.6,640.0
8049,555.7,616.0,619.7,400.0
8050,459.2,557.1,406.0,560.0
8051,619.4,641.3,709.6,800.0
8052,568.2,590.8,484.3,580.0
8053,425.6,490.0,486.0,720.0
8054,384.6,516.6,418.4,480.0
8055,434.7,522.0,500.7,520.0
8056,399.7,594.5,384.8,680.0
8057,576.5,466.8,483.9,560.0
8058,585.5,636.0,663.3,560.0
8059,384.4,561.7,447.7,440.0
8060,509.9,595.7,562.8,360.0
8061,582.9,663.3,693.5,640.0
8062,456.3,545.0,407.8,280.0
8063,425.6,404.1,506.0,320.0
8064,437.4,411.7,459.3,200.0
8065,440.2,611.7,430.7,580.0
8066,560.5,575.8,513.1,560.0
8067,383.0,547.3,417.5,300.0
8068,468.1,604.0,432.2,680.0
8069,434.3,623.6,612.4,520.0
8070,421.4,467.7,385.9,560.0
8071,406.9,525.1,384.0,520.0
8072,574.4,642.1,695.9,360.0
8073,542.8,641.8,604.7,580.0
8074,564.3,630.6,555.4,440.0
8075,498.1,607.8,489.5,620.0
8076,598.5,649.9,427.2,880.0
8077,545.7,651.8,658.6,640.0
8078,709.1,728.5,844.0,960.0
8079,439.0,583.1,513.3,720.0
8080,561.0,695.9,660.0,480.0
8081,467.6,398.8,453.1,280.0
8082,604.0,648.9,650.9,380.0
8083,531.7,614.9,546.0,560.0
8084,464.3,655.5,495.2,680.0
8085,453.2,528.3,665.2,480.0
8086,409.3,575.5,550.2,340.0
8087,516.8,607.7,463.3,400.0
8088,460.1,593.4,517.5,320.0
8089,684.0,663.5,792.4,940.0
8090,427.7,576.7,521.0,360.0
8091,478.4,626.7,502.6,420.0
8092,525.9,629.7,516.6,260.0
8093,520.7,577.3,568.5,280.0
8094,472.2,509.9,610.3,520.0
8095,405.2,460.8,394.8,340.0
8096,501.8,582.5,407.9,520.0
8097,417.1,504.2,380.9,260.0
8098,401.1,555.3,471.0,540.0
8099,543.0,647.2,601.5,620.0
8100,428.4,637.1,714.0,900.0
8101,467.9,524.0,504.1,440.0
8102,547.2,643.8,535.0,800.0
8103,618.1,628.7,423.6,360.0
8104,538.7,642.0,498.5,480.0
8105,495.6,595.6,448.1,440.0
8106,421.2,439.2,430.4,300.0
8107,502.6,419.2,549.6,320.0
8108,539.5,630.0,577.9,520.0
8109,483.0,466.8,420.9,460.0
8110,593.9,639.5,715.2,720.0
8111,522.0,606.0,517.2,820.0
8112,395.7,580.0,441.9,320.0
8113,545.1,591.7,646.2,760.0
8114,391.8,511.1,458.7,380.0
8115,432.4,441.7,381.7,340.0
8116,490.9,516.2,401.1,320.0
8117,544.8,633.6,511.0,860.0
8118,576.6,670.7,549.3,740.0
8119,444.3,474.3,428.0,380.0
8120,463.8,601.9,576.5,360.0
8121,400.6,561.9,410.6,320.0
8122,366.5,488.9,397.7,320.0
8123,513.8,599.8,473.8,680.0
8124,530.7,600.7,601.7,560.0
8125,486.9,624.2,491.4,420.0
8126,501.6,514.2,535.4,360.0
8127,600.6,641.3,459.5,560.0
8128,451.3,618.9,460.2,360.0
8129,523.3,453.9,388.2,320.0
8130,445.5,508.0,372.1,360.0
8131,483.8,446.9,498.1,280.0
8132,395.6,449.9,500.5,420.0
8133,444.9,572.1,506.0,760.0
8134,413.1,456.6,470.5,560.0
8135,413.4,579.3,423.9,520.0
8136,532.6,648.3,531.7,500.0
8137,430.3,457.2,397.5,320.0
8138,412.9,523.6,499.2,360.0
8139,503.8,651.5,566.7,720.0
8140,639.8,654.9,704.4,920.0
8141,503.7,488.5,431.9,520.0
8142,474.4,637.3,452.4,360.0
8143,591.8,663.5,742.9,900.0
8144,579.5,548.3,502.9,300.0
8145,524.0,589.5,434.7,520.0
8146,501.5,591.7,448.2,640.0
8147,404.6,608.5,497.7,360.0
8148,489.3,493.7,508.8,660.0
8149,513.3,556.5,739.2,660.0
8150,369.0,566.4,561.3,320.0
8151,508.1,596.2,645.2,500.0
8152,414.6,478.7,469.4,500.0
8153,532.8,683.9,734.0,680.0
8154,624.1,651.4,748.0,800.0
8155,467.3,436.3,533.5,380.0
8156,478.7,530.0,435.0,480.0
8157,597.8,671.3,621.0,720.0
8158,586.4,591.7,661.0,880.0
8159,424.1,588.3,646.3,340.0
8160,498.9,612.0,518.2,760.0
8161,466.5,605.5,390.4,520.0
8162,478.2,541.8,594.8,620.0
8163,551.4,650.1,482.2,640.0
8164,602.7,695.5,618.5,940.0
8165,704.0,673.9,761.6,740.0
8166,456.7,599.7,660.1,300.0
8167,539.8,637.1,628.9,460.0
8168,491.4,530.8,623.6,440.0
8169,442.2,489.3,566.8,460.0
8170,557.5,624.7,660.4,760.0
8171,423.4,471.0,380.9,380.0
8172,572.6,439.8,665.0,780.0
8173,433.4,463.6,432.4,420.0
8174,402.3,443.1,397.7,220.0
8175,450.3,560.8,553.7,360.0
8176,463.8,598.1,457.6,0.0
8177,470.2,524.1,422.9,640.0
8178,434.8,534.0,383.2,420.0
8179,527.9,634.3,626.9,440.0
8180,402.1,500.4,398.0,320.0
8181,533.1,571.7,589.5,360.0
8182,475.5,462.5,549.0,340.0
8183,444.0,615.1,429.0,680.0
8184,468.0,476.6,468.7,380.0
8185,459.0,627.6,517.7,580.0
8186,530.7,645.8,522.1,380.0
8187,531.0,509.7,567.5,0.0
8188,475.0,664.4,724.4,760.0
8189,439.8,561.5,433.7,340.0
8190,399.2,543.6,488.8,420.0
8191,427.6,401.8,573.2,280.0
8192,508.3,566.5,548.9,620.0
8193,479.0,629.0,408.1,300.0
8194,510.3,510.9,486.3,340.0
8195,529.3,625.7,528.2,600.0
8196,587.8,657.5,578.5,520.0
8197,480.2,643.3,575.3,640.0
8198,449.0,442.2,500.4,260.0
8199,549.1,627.5,573.5,620.0
8200,559.7,623.1,615.1,640.0
8201,480.2,490.0,423.0,600.0
8202,431.9,475.3,442.9,800.0
8203,534.8,654.5,522.7,520.0
8204,598.1,675.1,711.0,760.0
8205,550.7,601.9,472.4,400.0
8206,440.8,509.7,515.0,320.0
8207,499.5,434.7,409.0,320.0
8208,427.6,630.6,397.7,360.0
8209,567.8,617.3,566.2,320.0
8210,486.4,483.1,487.4,0.0
8211,398.6,525.7,440.0,320.0
8212,555.4,632.8,526.7,320.0
8213,370.9,582.5,449.2,280.0
8214,664.3,659.4,610.4,860.0
8215,506.7,555.1,498.5,280.0
8216,421.1,595.2,400.6,320.0
8217,498.6,475.3,384.7,240.0
8218,452.2,548.5,454.0,500.0
8219,697.1,716.2,796.0,880.0
8220,575.5,631.4,673.7,700.0
8221,394.1,531.3,408.4,380.0
8222,450.3,581.9,586.1,640.0
8223,526.4,659.0,629.4,560.0
8224,423.4,430.4,440.0,360.0
8225,416.8,410.1,415.7,320.0
8226,451.8,616.0,373.4,500.0
8227,480.2,446.5,538.7,520.0
8228,428.5,448.3,549.2,580.0
8229,505.6,615.3,446.2,580.0
8230,409.8,634.8,514.9,540.0
8231,579.4,562.2,730.0,580.0
8232,389.0,474.6,388.1,0.0
8233,527.5,625.3,525.0,600.0
8234,566.3,611.4,619.7,720.0
8235,502.4,607.9,471.9,580.0
8236,461.0,557.5,450.3,0.0
8237,435.5,578.5,453.3,540.0
8238,376.5,498.9,493.7,340.0
8239,517.2,436.6,437.2,540.0
8240,510.1,592.8,566.7,420.0
8241,421.2,570.3,447.6,300.0
8242,499.3,527.7,535.7,440.0
8243,582.6,655.9,698.3,800.0
8244,555.7,586.4,598.2,860.0
8245,489.6,649.5,638.3,360.0
8246,506.2,633.2,508.5,500.0
8247,536.7,619.7,586.4,540.0
8248,448.8,474.0,502.5,320.0
8249,440.0,483.1,409.7,340.0
8250,535.9,626.4,457.0,640.0
8251,486.5,462.7,442.1,560.0
8252,417.4,515.6,450.9,0.0
8253,521.3,636.6,604.0,380.0
8254,508.8,484.1,476.7,520.0
8255,418.2,479.4,443.9,640.0
8256,549.6,610.7,472.4,300.0
8257,559.9,640.3,600.3,760.0
8258,463.1,515.4,503.9,280.0
8259,502.1,632.6,529.1,760.0
8260,604.1,624.8,611.6,780.0
8261,513.0,582.2,583.1,680.0
8262,590.7,631.5,689.6,660.0
8263,450.5,511.8,412.7,560.0
8264,476.5,576.1,695.1,620.0
8265,379.0,526.3,470.2,520.0
8266,429.1,427.0,396.2,560.0
8267,514.8,508.8,454.7,280.0
8268,546.0,661.5,485.8,540.0
8269,518.5,644.4,693.6,420.0
8270,596.7,697.3,661.8,760.0
8271,473.2,419.6,442.7,540.0
8272,465.2,533.0,516.0,340.0
8273,410.5,582.8,458.9,380.0
8274,624.1,628.1,671.2,360.0
8275,741.9,776.6,804.4,940.0
8276,600.2,690.2,434.7,600.0
8277,600.7,666.2,624.2,980.0
8278,498.4,546.0,569.0,540.0
8279,483.1,477.9,533.7,560.0
8280,427.3,513.7,487.5,340.0
8281,462.4,619.3,592.2,380.0
8282,474.5,596.0,550.1,640.0
8283,502.0,579.3,575.5,500.0
8284,506.0,505.4,499.3,400.0
8285,379.5,660.7,635.8,360.0
8286,458.3,459.9,567.3,380.0
8287,496.0,465.7,483.1,560.0
8288,494.2,572.9,528.8,780.0
8289,403.1,548.6,593.4,300.0
8290,375.5,543.9,459.9,360.0
8291,712.0,728.1,855.0,980.0
8292,570.7,610.6,546.7,580.0
8293,415.9,602.0,600.9,240.0
8294,480.3,606.7,450.9,540.0
8295,531.2,586.3,642.4,620.0
8296,446.2,505.5,647.2,280.0
8297,445.5,600.4,383.2,360.0
8298,556.7,617.7,501.8,280.0
8299,500.8,580.8,538.6,520.0
8300,430.4,400.4,424.1,380.0
8301,370.1,422.3,461.2,660.0
8302,465.5,559.7,493.3,640.0
8303,484.3,575.4,514.3,580.0
8304,547.6,588.4,627.3,520.0
8305,538.2,573.5,381.0,360.0
8306,495.8,592.3,688.1,380.0
8307,433.1,498.2,474.2,360.0
8308,397.5,595.8,606.7,620.0
8309,455.5,489.9,409.3,460.0
8310,374.0,567.1,439.7,440.0
8311,416.3,617.0,424.6,340.0
8312,531.7,467.0,500.7,620.0
8313,584.0,630.8,595.9,520.0
8314,411.7,654.5,723.6,640.0
8315,618.6,671.8,771.5,700.0
8316,630.5,677.0,748.7,640.0
8317,471.5,435.7,451.8,500.0
8318,470.2,526.4,449.2,580.0
8319,547.1,640.3,664.9,660.0
8320,486.5,502.3,470.8,560.0
8321,480.9,536.4,431.3,280.0
8322,492.1,543.3,647.8,360.0
8323,442.5,601.6,386.4,580.0
8324,415.3,465.2,440.4,0.0
8325,443.7,544.2,390.7,380.0
8326,535.0,694.3,697.1,680.0
8327,492.9,618.3,672.0,480.0
8328,469.0,572.9,477.3,560.0
8329,444.5,501.6,478.6,480.0
8330,402.7,457.1,477.8,340.0
8331,440.9,536.3,476.6,500.0
8332,511.6,645.9,712.2,820.0
8333,414.0,608.8,528.8,380.0
8334,490.2,618.1,559.1,680.0
8335,384.3,445.9,557.0,300.0
8336,450.9,593.6,426.1,540.0
8337,409.5,475.3,394.9,400.0
8338,506.8,674.2,709.2,500.0
8339,461.1,503.7,450.8,0.0
8340,402.3,509.0,456.7,300.0
8341,549.6,597.3,474.1,420.0
8342,515.2,557.8,394.6,360.0
8343,410.6,458.6,505.6,440.0
8344,451.2,602.9,544.7,640.0
8345,476.0,624.0,523.8,540.0
8346,658.1,669.2,683.3,760.0
8347,520.2,512.5,471.2,400.0
8348,372.9,404.9,427.5,280.0
8349,574.1,631.6,457.9,640.0
8350,524.3,630.3,564.8,580.0
8351,452.8,628.1,609.9,480.0
8352,536.9,452.5,535.4,580.0
8353,564.7,587.4,551.7,500.0
8354,430.2,546.7,492.9,560.0
8355,607.8,661.2,685.1,580.0
8356,642.2,620.2,690.3,740.0
8357,452.2,580.8,375.7,480.0
8358,587.9,634.4,649.2,700.0
8359,520.3,509.6,532.8,320.0
8360,387.0,523.6,410.4,380.0
8361,416.6,601.4,523.1,760.0
8362,536.0,614.5,715.2,600.0
8363,513.9,634.8,662.3,620.0
8364,448.2,490.2,466.8,340.0
8365,490.8,572.0,490.5,320.0
8366,467.1,615.4,496.8,360.0
8367,648.6,679.4,755.8,700.0
8368,413.9,550.3,456.4,340.0
8369,543.9,650.1,525.3,680.0
8370,511.6,547.9,436.9,460.0
8371,457.8,540.2,488.8,300.0
8372,487.5,531.3,403.6,600.0
8373,455.1,528.0,396.7,240.0
8374,372.4,504.9,445.0,440.0
8375,442.0,641.1,614.9,720.0
8376,396.8,505.6,565.0,580.0
8377,465.6,556.8,470.1,580.0
8378,484.6,653.7,713.8,600.0
8379,418.3,499.3,474.5,380.0
8380,536.9,574.0,576.2,580.0
8381,395.5,514.8,416.0,280.0
8382,385.4,482.4,419.0,520.0
8383,425.1,444.4,399.2,600.0
8384,382.3,557.9,419.0,0.0
8385,530.8,651.2,699.8,560.0
8386,505.3,618.5,468.2,720.0
8387,426.4,483.4,499.9,320.0
8388,425.7,560.1,489.6,340.0
8389,510.7,611.7,584.2,800.0
8390,479.5,628.4,710.1,540.0
8391,538.8,626.3,672.1,660.0
8392,467.2,438.3,504.1,680.0
8393,445.8,591.9,454.6,520.0
8394,451.2,645.3,579.5,640.0
8395,368.0,573.0,418.7,320.0
8396,536.9,593.6,439.5,300.0
8397,401.2,512.4,577.3,480.0
8398,505.1,509.4,607.0,300.0
8399,410.8,526.9,444.4,660.0
8400,623.7,624.1,596.3,420.0
8401,426.1,611.7,473.5,320.0
8402,535.7,608.9,540.0,520.0
8403,523.3,656.8,522.5,780.0
8404,553.9,614.8,681.1,540.0
8405,472.3,573.8,613.0,600.0
8406,533.2,620.8,547.5,640.0
8407,536.0,555.6,647.2,340.0
8408,494.7,626.7,526.5,720.0
8409,444.5,509.3,490.7,340.0
8410,587.7,625.0,682.6,560.0
8411,478.5,612.3,474.3,320.0
8412,460.5,679.7,592.3,480.0
8413,519.6,656.4,727.1,800.0
8414,447.3,449.8,473.3,300.0
8415,421.9,599.6,445.6,360.0
8416,608.1,590.4,714.2,620.0
8417,499.9,598.5,574.8,520.0
8418,459.0,434.4,382.6,560.0
8419,484.9,511.5,449.1,0.0
8420,606.0,598.4,559.8,660.0
8421,583.2,617.8,506.6,360.0
8422,524.2,644.8,477.3,580.0
8423,444.7,464.7,472.1,700.0
8424,394.7,498.6,454.5,320.0
8425,383.6,429.8,479.8,580.0
8426,439.4,599.4,491.9,340.0
8427,445.1,587.1,542.5,480.0
8428,498.3,470.7,427.1,360.0
8429,448.7,620.7,467.0,640.0
8430,527.6,619.5,454.8,400.0
8431,471.2,600.5,535.4,360.0
8432,560.2,654.7,619.1,760.0
8433,478.9,577.3,598.6,440.0
8434,514.0,555.4,454.0,340.0
8435,496.8,612.1,535.9,360.0
8436,453.8,534.5,445.7,340.0
8437,435.8,638.6,498.2,340.0
8438,519.6,597.0,404.6,640.0
8439,509.7,532.3,414.7,500.0
8440,515.8,596.7,440.6,460.0
8441,488.2,448.4,421.6,560.0
8442,552.9,585.7,384.4,560.0
8443,516.9,552.1,482.1,480.0
8444,463.5,600.1,584.2,600.0
8445,608.5,692.5,503.6,540.0
8446,633.4,634.0,688.3,640.0
8447,634.5,588.4,719.0,580.0
8448,480.9,551.1,569.9,600.0
8449,394.2,422.5,529.9,660.0
8450,480.7,514.2,457.8,280.0
8451,481.7,456.4,431.2,440.0
8452,498.4,607.0,486.5,600.0
8453,497.9,566.8,403.7,440.0
8454,645.1,590.0,795.6,740.0
8455,442.0,544.2,564.1,680.0
8456,460.4,540.8,476.1,520.0
8457,475.7,643.6,667.1,380.0
8458,386.0,576.1,556.0,540.0
8459,555.6,631.6,401.2,880.0
8460,426.9,637.5,438.1,760.0
8461,558.8,618.1,527.4,280.0
8462,446.9,534.1,628.6,480.0
8463,406.8,600.7,454.5,360.0
8464,560.7,688.6,677.5,940.0
8465,464.0,504.3,537.0,480.0
8466,447.2,539.0,495.1,320.0
